ID,Text,Comment
MapMetadata.Hollows.Description,Bu bereketli oyuklar müstakbel yerleşimciler için bir numaralı yerlerdir. Oyulmuş arazilerinde birçok fırsat saklıdır. Hatta ihtiyar kunduzlar buralardaki gömülü hazinelerin hikâyelerini anlatır.,
MapMetadata.Hollows.Name,Oyuklar,
MapMetadata.Lakes.Description,"Günümüzde göl ve nehirler açısından zengin alanlar oldukça az. Geriye çok azı kalmış olsa da bu kalanlar, Dünya için hâlâ umut olduğunu gösteriyor.",
MapMetadata.Lakes.Name,Göller,
MapMetadata.Meander.Description,"Kunduz mühendisler, nehir kıyılarının doğal kıvrımlarından faydalanmak istiyor. Bu sınırlı alanın en iyi şekilde nasıl kullanılacağını planlamak ise işin zor kısmı.",
MapMetadata.Meander.Name,Menderes,
MapMetadata.MountainRange.Description,"Çaresizce tatlı su arayan kunduzlar, en yüksek dağlara tırmanmaya bile hazırdı.",
MapMetadata.MountainRange.Name,Sıradağlar,
MapMetadata.NotUpdatedDescription,<RedHighlight>Bu harita henüz deneysel sürüm ile uyumlu değil!</RedHighlight>,
MapMetadata.Oasis.Description,Çorak arazide zekâ dolu kunduz mühendisliğiyle erişilebilen akiferlerle çevrili yalnız bir yeşil sığınak.,Aquifer refers to Building.Aquifer.DisplayName
MapMetadata.Oasis.Name,Vaha,
MapMetadata.Plains.Description,"Bir kunduzun kuyruğu kadar düz ve geniş arazilere sahip olan bu bölge, acemi mühendisler için güvenli bir deneme alanı sağlıyor.",
MapMetadata.Plains.Name,Çayır,
MapMetadata.Pressure.Description,Bir çorak arazi kunduzunun öğrenmesi gereken ilk yetenek yaratıcı tesisattır.,
MapMetadata.Pressure.Name,Basınç,
MapMetadata.Terraces.Description,"Birçok toplum, kunduzların yeni keşfettikleri dikey inşa becerilerini kullanarak yüksek alanlara yerleşmeyi tercih ediyor.",
MapMetadata.Terraces.Name,Sekiler,
MapMetadata.ThousandIslands.Description,"Bir takımadayı alıp başarılı bir sanayi kolonisine dönüştürmek, doğuştan yüzücüler için bile zor bir iştir.",
MapMetadata.ThousandIslands.Name,Bin Adalar,
MapMetadata.Waterfalls.Description,"Çocuklara bir şelalenin sadece büyük bir bent kapağı olduğunu söylemek, eski bir ebeveynlik taktiğidir. Yavrular burada haftalarca kapatma kolunu ararlar.",
MapMetadata.Waterfalls.Name,Şelaleler,
MapSelection.BrowseMaps,Yerel haritalara göz at,Label of the button that opens a file explorer with a directory with custom maps. Please keep short.
MapSelection.CustomMaps,Özel haritalar,Label of the toggle button that shows custom maps
MapSelection.DownloadMaps,Harita indir,Label of the button that opens some panel where custom maps can be downloaded
MapSelection.Header,Harita seç,
MapSelection.LocalMap,Yerel harita,Tooltip of an icon in map selection panel that indicates that the map is stored in Documents directory.
MapSelection.NoDescription,Açıklama yok,Text shown in map selection panel when the selected map has no description
MapSelection.NonCompatibleMapVersion,Bu harita sürümü ({0}) şu anki oyun sürümü ({1}) ile uyumlu değil ve yüklenemiyor.,"{0} is the map version (e.g. 0.1.15.1), {1} is the game version (in the same format). This message is shown after a player tries to start game on (or edit) an incompatible map."
MapSelection.OfficialMaps,Resmî haritalar,Label of the toggle button that shows official maps
MapSelection.Recommended,Başlangıç seviyesine uygun,Label of the maps that are recommended for beginners
MapSelection.SemiCompatibleMapVersion,"Bu harita sürümü ({0}) şu anki oyun sürümü ({1}) ile uyumlu değil. Oyuna bu haritada başlamak oyununun çökmesine, ciddi hataların oluşmasına ve bazı önemli yeni kaynaklara ulaşamamana sebep olabilir. Yeni özelliklerin tam anlamıyla keyfini çıkarabilmek için haritayı güncellemeni şiddetle tavsiye ediyoruz. 

Oyuna başlamak istediğine emin misin?","{0} is the map version (e.g. 0.1.15.1), {1} is the game version (in the same format). This message is shown after a player tries to start game on an incompatible map."
MapSelection.Unconventional,Sıra dışı,"Label of the maps that have some special, different, unconventional mechanics"
Mechanical.Charge,Şarj,Current battery charge (how much power a battery has left)
Mechanical.Efficiency,Verim: %{0},{0} stands for efficiency percentage number. How efficient workshop is at using the energy.
Mechanical.NetworkPower,Şebeke enerji arz/talebi: {0}/{1},{0} stands for supply amount {1} stands for demand amount followed by PowerSymbol
Mechanical.PowerCapacity,Kapasite,Stands for battery capacity.
Mechanical.PowerCapacityPerMeter,bgs/m,Stands for horse power hour per meter - used to describe battery capacity. hph should be same as Mechanical.PowerCapacitySymbol.
Mechanical.PowerCapacitySymbol,bgs,Please keep short. Stands for horse power hour (as in kilowatt-hour); should keep similar.
Mechanical.PowerInput,Enerji girişi: {0},{0} stands for power amount followed by PowerSymbol
Mechanical.PowerInputMaximum,Enerji girişi/maksimum: {0}/{1} (%{2}),{0} stands for input amount {1} stands for maximum amount followed by PowerSymbol {2} stands for efficency ratio in percent
Mechanical.PowerOutput,Enerji çıkışı: {0},{0} stands for power amount
Mechanical.PowerSymbol,bg,Please keep short. Stands for horse power; should keep similar.
Mechanical.PowerSymbolPerFlow,bg/m³s,Please keep short. Stands for horse power per cubic metre per second; hp should be the same as Mechanical.PowerSymbol.
Menu.Continue,Devam Et,A button in main menu which opens the previously played game. Please keep short
Menu.Credits,Emeği Geçenler,A button please keep short
Menu.EditMap,Haritayı düzenle,A button please keep short
Menu.ExitChangesLostPrompt,Çıkmak istediğine emin misin? Kaydedilmemiş değişiklikler kaybolacak.,
Menu.ExitGame,Oyundan çık,A button please keep short
Menu.ExitToDesktop,Masaüstüne dön,A button please keep short
Menu.ExitToDesktopPrompt,Oyundan çıkmak istediğine emin misin?,
Menu.ExitToMenu,Ana menüye dön,A button please keep short
Menu.ExitToMenuPrompt,Ana menüye dönmek istediğine emin misin?,
Menu.Feedback,Geri bildirim sitesine git,A button please keep short
Menu.KeyBindings,Tuş atamaları,A button please keep short
Menu.LoadGame,Oyun yükle,A button please keep short
Menu.ModManager,Modlar,Label of a button that opens the mod manager.
Menu.NewGame,Yeni oyun,A button please keep short
Menu.NewGamePrompt,"Yeni oyuna başlamak istediğine emin misin?
Kaydedilmemiş ilerlemeler kaybolacak.",
Menu.NewMap,Yeni harita oluştur,A button please keep short
Menu.Resume,Devam et,"A button in game and map editor menu, please keep short"
Menu.SaveGame,Oyunu kaydet,A button please keep short
Menu.Settings,Ayarlar,A button please keep short
Migration.AutomaticEmigrationDisabled,Otomatik dış göç devre dışı.,Shown on tooltip of disabled automatic emigration toggle
Migration.AutomaticEmigrationEnabled,Otomatik dış göç etkin.,Shown on tooltip of enabled automatic emigration toggle
Migration.AutomaticImmigrationDisabled,Otomatik iç göç devre dışı.,Shown on tooltip of disabled automatic immigration toggle
Migration.AutomaticImmigrationEnabled,Otomatik iç göç etkin.,Shown on tooltip of enabled automatic immigration toggle
Migration.AutomaticMigration,Otomatik göç,Shown above list of districts' automatic migration settings
Migration.DistrictsNotConnected,Seçili bölgeler birbirine bağlı değil.,Shown on tooltip of disabled migration buttons when the chosen districts are not connected
Migration.HighMinimumWarning,"Bölge, uygun olduklarında diğer bölgelerden birimler alır.","Shown on tooltip of warning icon, that shows up when minimum for given population is higher than it's current amount"
Migration.ManualMigration,Manuel göç,Shown above manual migration panel
Migration.MigratePopulation,Nüfusu göç ettir,Button please keep short
Migration.Minimum,Minimum,"Label shown in front of input field, with desired minimum amount of population in district"
Migration.SameDistrict,Aynı bölgeye dış göç veremezsin.,Shown on tooltip of disabled migration buttons when the chosen districts are same
Modding.ActiveMods,Etkin modlar,A label for the list of mods active in the game.
Modding.BrowseMods,Yerel modlara göz at,Label of the button that opens a file explorer with a directory with mods. Please keep short.
Modding.CloudSource,{0} modu,"Tooltip with source of the mod. {0} is the name of the cloud platform, for example Steam Workshop."
Modding.CreateMod,Mod oluştur,Label of a button that creates a new mod. Please keep short.
Modding.CreateNewMod,Yeni mod oluştur,Label of a button that allows to create a new mod and a header of the panel that it opens.
Modding.DecreasePriority,Yükleme önceliğini düşür,Label of a button that decreases the loading priority of a mod.
Modding.DocumentationButton,Evrakları oku,Label of a button that opens modding documentation. Please keep short.
Modding.DownloadMods,Mod indir,Label of the button that opens some panel where mods can be downloaded. Please keep short.
Modding.IncreasePriority,Yükleme önceliğini arttır,Label of a button that increases the loading priority of a mod.
Modding.LoadConfirmation,Oyunu yüklemek istediğine emin misin?,A message displayed in the mod incompatibility dialog box.
Modding.LocalSource,Yerel mod,Tooltip saying that the mod is stored locally.
Modding.MissingMod,Mod bulunamadı.,Shown on a tooltip for an icon that indicates a missing of a mod saved in save file.
Modding.ModCreatedMessage,"Modun bu dizinde oluşturuldu:
<link><b>{0}</b></link>

Yüklemek için oyunu yeniden başlat.",Message shown when a mod is created successfully. {0} is a path to the mod directory. Do not remove <link><b> tags.
Modding.ModManagerHeader,Modlar,Header of the mod manager panel.
Modding.ModNameTaken,Mod ismi zaten alınmış.,Error shown when trying to create a mod with a name that is already used by another mod.
Modding.ModsIncompatibilityMessage,Yüklemeye çalıştığın oyunun son kaydında kullanılan modlar şu anda mevcut değil.,A message displayed in the mod incompatibility dialog box.
Modding.ModWarning.InvalidGameVersion,Bu modu yüklemek için daha yüksek bir oyun sürümü gereklidir: {0}.,Message that is shown when a mod requires a higher game version. {0} is the required game version.
Modding.ModWarning.MissingRequiredMod,Şu mod gereklidir: {0}.,Message that is shown when a mod is missing a required mod. {0} is the ID of the required mod.
Modding.ModWarning.RequiredModInvalidOrder,"Gereken ""{0}"" modu, yükleme sırasında bu modun altında.",Message that is shown when a required mod is below the mod in the load order. {0} is the ID of the required mod.
Modding.ModWarning.RequiredModInvalidVersion,"Gereken ""{0}"" modunun sürümü, gerekli minimum sürümün altında.",Message that is shown when a required mod has a version below the minimum required version. {0} is the ID of the required mod.
Modding.ModWarning.RequiredModNotEnabled,"Gereken ""{0}"" modu etkin değil.",Message that is shown when a required mod is not enabled. {0} is the ID of the required mod.
Modding.NewModLanguage,Dil kodu,Label of a field that allows to set a language code for a localization mod. Please keep short.
Modding.NewModName,Mod ismi,Label of a field that allows to set a name for a new mod. Please keep short.
Modding.OpenDirectory,Mod klasörünü aç,Label of a button that opens a file explorer with a directory with mods. Please keep short.
Modding.ResetOrder,Yükleme sırasını sıfırla,Label of a button that resets the order of mods.
Modding.RestartWarning,Değişiklikler yeniden başlatana kadar uygulanmayacaktır.,Message that is shown when the player has changed something in Mod Manager and need to restart the game for the changes to take effect.
Modding.SavedMods,Mod dosyalarını kaydet,A label for the list of mods found in the save file.
Modding.ShowSavedMods,Modlar: {0},A label for the button that opens a panel with the list of mods found in the save file. {0} is a placeholder for the number of mods.
Modding.ShowUploadPanel,Modu yükle,Label of a button that opens the panel with list of mods that can be uploaded to some cloud platform.
Modding.TemplateType,Şablon,Label of a dropdown that allows to select a template type for a mod. Please keep short.
Modding.ThumbnailInfo,"Bu modun klasörüne ""thumbnail"" isimli bir görüntü dosyası ekleyerek mod için bir ön izleme görseli belirleyebilirsin. Dosya boyutu 1 MB'tan daha küçük olmalıdır. 16:9 görüntü oranı tercih edilir.",Info text that explains how to set a thumbnail for a mod
Modding.UploadPanelHeader,Modu yükle,Header of the panel that allows uploading mods to some cloud platform.
Modding.VersionMismatch,Uyumsuz sürüm.,Shown on a tooltip for an icon that indicates a version mismatch between the mod saved in save file and the active one.
Mouse.ScrollDown,↓ kaydır,Label of the mouse scroll down input
Mouse.ScrollLeft,← kaydır,Label of the mouse scroll left input
Mouse.ScrollRight,→ kaydır,Label of the mouse scroll right input
